order_details_id,order_id,product_id,unit_price,quantity,discount
71,10274,71,17.2000008,20,0.0
72,10274,72,27.7999992,7,0.0
73,10275,24,3.5999999,12,0.0500000007
74,10275,59,44.0,6,0.0500000007
75,10276,10,24.7999992,15,0.0
76,10276,13,4.80000019,10,0.0
77,10277,28,36.4000015,20,0.0
78,10277,62,39.4000015,12,0.0
79,10278,44,15.5,16,0.0
80,10278,59,44.0,15,0.0
81,10278,63,35.0999985,8,0.0
82,10278,73,12.0,25,0.0
83,10279,17,31.2000008,15,0.25
84,10280,24,3.5999999,12,0.0
85,10280,55,19.2000008,20,0.0
86,10280,75,6.19999981,30,0.0
87,10281,19,7.30000019,1,0.0
88,10281,24,3.5999999,6,0.0
89,10281,35,14.3999996,4,0.0
90,10282,30,20.7000008,6,0.0
91,10282,57,15.6000004,2,0.0
92,10283,15,12.3999996,20,0.0
93,10283,19,7.30000019,18,0.0
94,10283,60,27.2000008,35,0.0
95,10283,72,27.7999992,3,0.0
96,10284,27,35.0999985,15,0.25
97,10284,44,15.5,21,0.0
98,10284,60,27.2000008,20,0.25
99,10284,67,11.1999998,5,0.25
100,10285,1,14.3999996,45,0.200000003
101,10285,40,14.6999998,40,0.200000003
102,10285,53,26.2000008,36,0.200000003
103,10286,35,14.3999996,100,0.0
104,10286,62,39.4000015,40,0.0
105,10287,16,13.8999996,40,0.150000006
106,10287,34,11.1999998,20,0.0
107,10287,46,9.60000038,15,0.150000006
108,10288,54,5.9000001,10,0.100000001
109,10288,68,10.0,3,0.100000001
110,10289,3,8.0,30,0.0
111,10289,64,26.6000004,9,0.0
112,10290,5,17.0,20,0.0
113,10290,29,99.0,15,0.0
114,10290,49,16.0,15,0.0
115,10290,77,10.3999996,10,0.0
116,10291,13,4.80000019,20,0.100000001
117,10291,44,15.5,24,0.100000001
118,10291,51,42.4000015,2,0.100000001
119,10292,20,64.8000031,20,0.0
120,10293,18,50.0,12,0.0
121,10293,24,3.5999999,10,0.0
122,10293,63,35.0999985,5,0.0
123,10293,75,6.19999981,6,0.0
124,10294,1,14.3999996,18,0.0
125,10294,17,31.2000008,15,0.0
126,10294,43,36.7999992,15,0.0
127,10294,60,27.2000008,21,0.0
128,10294,75,6.19999981,6,0.0
129,10295,56,30.3999996,4,0.0
130,10296,11,16.7999992,12,0.0
131,10296,16,13.8999996,30,0.0
132,10296,69,28.7999992,15,0.0
133,10297,39,14.3999996,60,0.0
134,10297,72,27.7999992,20,0.0
135,10298,2,15.1999998,40,0.0
136,10298,36,15.1999998,40,0.25
137,10298,59,44.0,30,0.25
138,10298,62,39.4000015,15,0.0
139,10299,19,7.30000019,15,0.0
140,10299,70,12.0,20,0.0
141,10300,66,13.6000004,30,0.0
142,10300,68,10.0,20,0.0
143,10301,40,14.6999998,10,0.0
144,10301,56,30.3999996,20,0.0
145,10302,17,31.2000008,40,0.0
146,10302,28,36.4000015,28,0.0
147,10302,43,36.7999992,12,0.0
148,10303,40,14.6999998,40,0.100000001
149,10303,65,16.7999992,30,0.100000001
150,10303,68,10.0,15,0.100000001
151,10304,49,16.0,30,0.0
152,10304,59,44.0,10,0.0
153,10304,71,17.2000008,2,0.0
154,10305,18,50.0,25,0.100000001
155,10305,29,99.0,25,0.100000001
156,10305,39,14.3999996,30,0.100000001
157,10306,30,20.7000008,10,0.0
158,10306,53,26.2000008,10,0.0
159,10306,54,5.9000001,5,0.0
160,10307,62,39.4000015,10,0.0
161,10307,68,10.0,3,0.0
162,10308,69,28.7999992,1,0.0
163,10308,70,12.0,5,0.0
164,10309,4,17.6000004,20,0.0
165,10309,6,20.0,30,0.0
166,10309,42,11.1999998,2,0.0
167,10309,43,36.7999992,20,0.0
168,10309,71,17.2000008,3,0.0
169,10310,16,13.8999996,10,0.0
170,10310,62,39.4000015,5,0.0
171,10311,42,11.1999998,6,0.0
172,10311,69,28.7999992,7,0.0
173,10312,28,36.4000015,4,0.0
174,10312,43,36.7999992,24,0.0
175,10312,53,26.2000008,20,0.0
176,10312,75,6.19999981,10,0.0
177,10313,36,15.1999998,12,0.0
178,10314,32,25.6000004,40,0.100000001
179,10314,58,10.6000004,30,0.100000001
180,10314,62,39.4000015,25,0.100000001
181,10315,34,11.1999998,14,0.0
182,10315,70,12.0,30,0.0
183,10316,41,7.69999981,10,0.0
184,10316,62,39.4000015,70,0.0
185,10317,1,14.3999996,20,0.0
186,10318,41,7.69999981,20,0.0
187,10318,76,14.3999996,6,0.0
188,10319,17,31.2000008,8,0.0
189,10319,28,36.4000015,14,0.0
190,10319,76,14.3999996,30,0.0
191,10320,71,17.2000008,30,0.0
192,10321,35,14.3999996,10,0.0
193,10322,52,5.5999999,20,0.0
194,10323,15,12.3999996,5,0.0
195,10323,25,11.1999998,4,0.0
196,10323,39,14.3999996,4,0.0
197,10324,16,13.8999996,21,0.150000006
198,10324,35,14.3999996,70,0.150000006
199,10324,46,9.60000038,30,0.0
200,10324,59,44.0,40,0.150000006
201,10324,63,35.0999985,80,0.150000006
202,10325,6,20.0,6,0.0
203,10325,13,4.80000019,12,0.0
204,10325,14,18.6000004,9,0.0
205,10325,31,10.0,4,0.0
206,10325,72,27.7999992,40,0.0
207,10326,4,17.6000004,24,0.0
208,10326,57,15.6000004,16,0.0
209,10326,75,6.19999981,50,0.0
210,10327,2,15.1999998,25,0.200000003
211,10327,11,16.7999992,50,0.200000003
212,10327,30,20.7000008,35,0.200000003
213,10327,58,10.6000004,30,0.200000003
214,10328,59,44.0,9,0.0
215,10328,65,16.7999992,40,0.0
216,10328,68,10.0,10,0.0
217,10329,19,7.30000019,10,0.0500000007
218,10329,30,20.7000008,8,0.0500000007
219,10329,38,210.800003,20,0.0500000007
220,10329,56,30.3999996,12,0.0500000007
221,10330,26,24.8999996,50,0.150000006
222,10330,72,27.7999992,25,0.150000006
223,10331,54,5.9000001,15,0.0
224,10332,18,50.0,40,0.200000003
225,10332,42,11.1999998,10,0.200000003
226,10332,47,7.5999999,16,0.200000003
227,10333,14,18.6000004,10,0.0
228,10333,21,8.0,10,0.100000001
229,10333,71,17.2000008,40,0.100000001
230,10334,52,5.5999999,8,0.0
231,10334,68,10.0,10,0.0
232,10335,2,15.1999998,7,0.200000003
233,10335,31,10.0,25,0.200000003
234,10335,32,25.6000004,6,0.200000003
235,10335,51,42.4000015,48,0.200000003
236,10336,4,17.6000004,18,0.100000001
237,10337,23,7.19999981,40,0.0
238,10337,26,24.8999996,24,0.0
239,10337,36,15.1999998,20,0.0
240,10337,37,20.7999992,28,0.0
241,10337,72,27.7999992,25,0.0
242,10338,17,31.2000008,20,0.0
243,10338,30,20.7000008,15,0.0
244,10339,4,17.6000004,10,0.0
245,10339,17,31.2000008,70,0.0500000007
246,10339,62,39.4000015,28,0.0
247,10340,18,50.0,20,0.0500000007
248,10340,41,7.69999981,12,0.0500000007
249,10340,43,36.7999992,40,0.0500000007
250,10341,33,2.0,8,0.0
251,10341,59,44.0,9,0.150000006
252,10342,2,15.1999998,24,0.200000003
253,10342,31,10.0,56,0.200000003
254,10342,36,15.1999998,40,0.200000003
255,10342,55,19.2000008,40,0.200000003
256,10343,64,26.6000004,50,0.0
257,10343,68,10.0,4,0.0500000007
258,10343,76,14.3999996,15,0.0
259,10344,4,17.6000004,35,0.0
260,10344,8,32.0,70,0.25
261,10345,8,32.0,70,0.0
262,10345,19,7.30000019,80,0.0
263,10345,42,11.1999998,9,0.0
264,10346,17,31.2000008,36,0.100000001
265,10346,56,30.3999996,20,0.0
266,10347,25,11.1999998,10,0.0
267,10347,39,14.3999996,50,0.150000006
268,10347,40,14.6999998,4,0.0
269,10347,75,6.19999981,6,0.150000006
270,10348,1,14.3999996,15,0.150000006
271,10348,23,7.19999981,25,0.0
272,10349,54,5.9000001,24,0.0
273,10350,50,13.0,15,0.100000001
274,10350,69,28.7999992,18,0.100000001
275,10351,38,210.800003,20,0.0500000007
276,10351,41,7.69999981,13,0.0
277,10351,44,15.5,77,0.0500000007
278,10351,65,16.7999992,10,0.0500000007
279,10352,24,3.5999999,10,0.0
280,10352,54,5.9000001,20,0.150000006
281,10353,11,16.7999992,12,0.200000003
282,10353,38,210.800003,50,0.200000003
283,10354,1,14.3999996,12,0.0
284,10354,29,99.0,4,0.0
285,10355,24,3.5999999,25,0.0
286,10355,57,15.6000004,25,0.0
287,10356,31,10.0,30,0.0
288,10356,55,19.2000008,12,0.0
289,10356,69,28.7999992,20,0.0
290,10357,10,24.7999992,30,0.200000003
291,10357,26,24.8999996,16,0.0
292,10357,60,27.2000008,8,0.200000003
293,10358,24,3.5999999,10,0.0500000007
294,10358,34,11.1999998,10,0.0500000007
295,10358,36,15.1999998,20,0.0500000007
296,10359,16,13.8999996,56,0.0500000007
297,10359,31,10.0,70,0.0500000007
298,10359,60,27.2000008,80,0.0500000007
299,10360,28,36.4000015,30,0.0
300,10360,29,99.0,35,0.0
301,10360,38,210.800003,10,0.0
302,10360,49,16.0,35,0.0
303,10360,54,5.9000001,28,0.0
304,10361,39,14.3999996,54,0.100000001
305,10361,60,27.2000008,55,0.100000001
306,10362,25,11.1999998,50,0.0
307,10362,51,42.4000015,20,0.0
308,10362,54,5.9000001,24,0.0
309,10363,31,10.0,20,0.0
310,10363,75,6.19999981,12,0.0
311,10363,76,14.3999996,12,0.0
312,10364,69,28.7999992,30,0.0
313,10364,71,17.2000008,5,0.0
314,10365,11,16.7999992,24,0.0
315,10366,65,16.7999992,5,0.0
316,10366,77,10.3999996,5,0.0
317,10367,34,11.1999998,36,0.0
318,10367,54,5.9000001,18,0.0
319,10367,65,16.7999992,15,0.0
320,10367,77,10.3999996,7,0.0
321,10368,21,8.0,5,0.100000001
322,10368,28,36.4000015,13,0.100000001
323,10368,57,15.6000004,25,0.0
324,10368,64,26.6000004,35,0.100000001
325,10369,29,99.0,20,0.0
326,10369,56,30.3999996,18,0.25
327,10370,1,14.3999996,15,0.150000006
328,10370,64,26.6000004,30,0.0
329,10370,74,8.0,20,0.150000006
330,10371,36,15.1999998,6,0.200000003
331,10372,20,64.8000031,12,0.25
332,10372,38,210.800003,40,0.25
333,10372,60,27.2000008,70,0.25
334,10372,72,27.7999992,42,0.25
335,10373,58,10.6000004,80,0.200000003
336,10373,71,17.2000008,50,0.200000003
337,10374,31,10.0,30,0.0
338,10374,58,10.6000004,15,0.0
339,10375,14,18.6000004,15,0.0
340,10375,54,5.9000001,10,0.0
341,10376,31,10.0,42,0.0500000007
342,10377,28,36.4000015,20,0.150000006
343,10377,39,14.3999996,20,0.150000006
344,10378,71,17.2000008,6,0.0
345,10379,41,7.69999981,8,0.100000001
346,10379,63,35.0999985,16,0.100000001
347,10379,65,16.7999992,20,0.100000001
348,10380,30,20.7000008,18,0.100000001
349,10380,53,26.2000008,20,0.100000001
350,10380,60,27.2000008,6,0.100000001
351,10380,70,12.0,30,0.0
352,10381,74,8.0,14,0.0
353,10382,5,17.0,32,0.0
354,10382,18,50.0,9,0.0
355,10382,29,99.0,14,0.0
356,10382,33,2.0,60,0.0
357,10382,74,8.0,50,0.0
358,10383,13,4.80000019,20,0.0
359,10383,50,13.0,15,0.0
360,10383,56,30.3999996,20,0.0
361,10384,20,64.8000031,28,0.0
362,10384,60,27.2000008,15,0.0
363,10385,7,24.0,10,0.200000003
364,10385,60,27.2000008,20,0.200000003
365,10385,68,10.0,8,0.200000003
366,10386,24,3.5999999,15,0.0
367,10386,34,11.1999998,10,0.0
368,10387,24,3.5999999,15,0.0
369,10387,28,36.4000015,6,0.0
370,10387,59,44.0,12,0.0
371,10387,71,17.2000008,15,0.0
372,10388,45,7.5999999,15,0.200000003
373,10388,52,5.5999999,20,0.200000003
374,10388,53,26.2000008,40,0.0
375,10389,10,24.7999992,16,0.0
376,10389,55,19.2000008,15,0.0
377,10389,62,39.4000015,20,0.0
378,10389,70,12.0,30,0.0
379,10390,31,10.0,60,0.100000001
380,10390,35,14.3999996,40,0.100000001
381,10390,46,9.60000038,45,0.0
382,10390,72,27.7999992,24,0.100000001
383,10391,13,4.80000019,18,0.0
384,10392,69,28.7999992,50,0.0
385,10393,2,15.1999998,25,0.25
386,10393,14,18.6000004,42,0.25
387,10393,25,11.1999998,7,0.25
388,10393,26,24.8999996,70,0.25
389,10393,31,10.0,32,0.0
390,10394,13,4.80000019,10,0.0
391,10394,62,39.4000015,10,0.0
392,10395,46,9.60000038,28,0.100000001
393,10395,53,26.2000008,70,0.100000001
394,10395,69,28.7999992,8,0.0
395,10396,23,7.19999981,40,0.0
396,10396,71,17.2000008,60,0.0
397,10396,72,27.7999992,21,0.0
398,10397,21,8.0,10,0.150000006
399,10397,51,42.4000015,18,0.150000006
400,10398,35,14.3999996,30,0.0
401,10398,55,19.2000008,120,0.100000001
402,10399,68,10.0,60,0.0
403,10399,71,17.2000008,30,0.0
404,10399,76,14.3999996,35,0.0
405,10399,77,10.3999996,14,0.0
406,10400,29,99.0,21,0.0
407,10400,35,14.3999996,35,0.0
408,10400,49,16.0,30,0.0
409,10401,30,20.7000008,18,0.0
410,10401,56,30.3999996,70,0.0
411,10401,65,16.7999992,20,0.0
412,10401,71,17.2000008,60,0.0
413,10402,23,7.19999981,60,0.0
414,10402,63,35.0999985,65,0.0
415,10403,16,13.8999996,21,0.150000006
416,10403,48,10.1999998,70,0.150000006
417,10404,26,24.8999996,30,0.0500000007
418,10404,42,11.1999998,40,0.0500000007
419,10404,49,16.0,30,0.0500000007
420,10405,3,8.0,50,0.0
421,10406,1,14.3999996,10,0.0
422,10406,21,8.0,30,0.100000001
423,10406,28,36.4000015,42,0.100000001
424,10406,36,15.1999998,5,0.100000001
425,10406,40,14.6999998,2,0.100000001
426,10407,11,16.7999992,30,0.0
427,10407,69,28.7999992,15,0.0
428,10407,71,17.2000008,15,0.0
429,10408,37,20.7999992,10,0.0
430,10408,54,5.9000001,6,0.0
431,10408,62,39.4000015,35,0.0
432,10409,14,18.6000004,12,0.0
433,10409,21,8.0,12,0.0
434,10410,33,2.0,49,0.0
435,10410,59,44.0,16,0.0
436,10411,41,7.69999981,25,0.200000003
437,10411,44,15.5,40,0.200000003
438,10411,59,44.0,9,0.200000003
439,10412,14,18.6000004,20,0.100000001
440,10413,1,14.3999996,24,0.0
441,10413,62,39.4000015,40,0.0
442,10413,76,14.3999996,14,0.0
443,10414,19,7.30000019,18,0.0500000007
444,10414,33,2.0,50,0.0
445,10415,17,31.2000008,2,0.0
446,10415,33,2.0,20,0.0
447,10416,19,7.30000019,20,0.0
448,10416,53,26.2000008,10,0.0
449,10416,57,15.6000004,20,0.0
450,10417,38,210.800003,50,0.0
451,10417,46,9.60000038,2,0.25
452,10417,68,10.0,36,0.25
453,10417,77,10.3999996,35,0.0
454,10418,2,15.1999998,60,0.0
455,10418,47,7.5999999,55,0.0
456,10418,61,22.7999992,16,0.0
457,10418,74,8.0,15,0.0
458,10419,60,27.2000008,60,0.0500000007
459,10419,69,28.7999992,20,0.0500000007
460,10420,9,77.5999985,20,0.100000001
461,10420,13,4.80000019,2,0.100000001
462,10420,70,12.0,8,0.100000001
463,10420,73,12.0,20,0.100000001
464,10421,19,7.30000019,4,0.150000006
465,10421,26,24.8999996,30,0.0
466,10421,53,26.2000008,15,0.150000006
467,10421,77,10.3999996,10,0.150000006
468,10422,26,24.8999996,2,0.0
469,10423,31,10.0,14,0.0
470,10423,59,44.0,20,0.0
471,10424,35,14.3999996,60,0.200000003
472,10424,38,210.800003,49,0.200000003
473,10424,68,10.0,30,0.200000003
474,10425,55,19.2000008,10,0.25
475,10425,76,14.3999996,20,0.25
476,10426,56,30.3999996,5,0.0
477,10426,64,26.6000004,7,0.0
478,10427,14,18.6000004,35,0.0
479,10428,46,9.60000038,20,0.0
480,10429,50,13.0,40,0.0
481,10429,63,35.0999985,35,0.25
482,10430,17,31.2000008,45,0.200000003
483,10430,21,8.0,50,0.0
484,10430,56,30.3999996,30,0.0
485,10430,59,44.0,70,0.200000003
486,10431,17,31.2000008,50,0.25
487,10431,40,14.6999998,50,0.25
488,10431,47,7.5999999,30,0.25
489,10432,26,24.8999996,10,0.0
490,10432,54,5.9000001,40,0.0
491,10433,56,30.3999996,28,0.0
492,10434,11,16.7999992,6,0.0
493,10434,76,14.3999996,18,0.150000006
494,10435,2,15.1999998,10,0.0
495,10435,22,16.7999992,12,0.0
496,10435,72,27.7999992,10,0.0
497,10436,46,9.60000038,5,0.0
498,10436,56,30.3999996,40,0.100000001
499,10436,64,26.6000004,30,0.100000001
500,10436,75,6.19999981,24,0.100000001
501,10437,53,26.2000008,15,0.0
502,10438,19,7.30000019,15,0.200000003
503,10438,34,11.1999998,20,0.200000003
504,10438,57,15.6000004,15,0.200000003
505,10439,12,30.3999996,15,0.0
506,10439,16,13.8999996,16,0.0
507,10439,64,26.6000004,6,0.0
508,10439,74,8.0,30,0.0
509,10440,2,15.1999998,45,0.150000006
510,10440,16,13.8999996,49,0.150000006
511,10440,29,99.0,24,0.150000006
512,10440,61,22.7999992,90,0.150000006
513,10441,27,35.0999985,50,0.0
514,10442,11,16.7999992,30,0.0
515,10442,54,5.9000001,80,0.0
516,10442,66,13.6000004,60,0.0
517,10443,11,16.7999992,6,0.200000003
518,10443,28,36.4000015,12,0.0
519,10444,17,31.2000008,10,0.0
520,10444,26,24.8999996,15,0.0
521,10444,35,14.3999996,8,0.0
522,10444,41,7.69999981,30,0.0
523,10445,39,14.3999996,6,0.0
524,10445,54,5.9000001,15,0.0
525,10446,19,7.30000019,12,0.100000001
526,10446,24,3.5999999,20,0.100000001
527,10446,31,10.0,3,0.100000001
528,10446,52,5.5999999,15,0.100000001
529,10447,19,7.30000019,40,0.0
530,10447,65,16.7999992,35,0.0
531,10447,71,17.2000008,2,0.0
532,10448,26,24.8999996,6,0.0
533,10448,40,14.6999998,20,0.0
534,10449,10,24.7999992,14,0.0
535,10449,52,5.5999999,20,0.0
536,10449,62,39.4000015,35,0.0
537,10450,10,24.7999992,20,0.200000003
538,10450,54,5.9000001,6,0.200000003
539,10451,55,19.2000008,120,0.100000001
540,10451,64,26.6000004,35,0.100000001
541,10451,65,16.7999992,28,0.100000001
542,10451,77,10.3999996,55,0.100000001
543,10452,28,36.4000015,15,0.0
544,10452,44,15.5,100,0.0500000007
545,10453,48,10.1999998,15,0.100000001
546,10453,70,12.0,25,0.100000001
547,10454,16,13.8999996,20,0.200000003
548,10454,33,2.0,20,0.200000003
549,10454,46,9.60000038,10,0.200000003
550,10455,39,14.3999996,20,0.0
551,10455,53,26.2000008,50,0.0
552,10455,61,22.7999992,25,0.0
553,10455,71,17.2000008,30,0.0
554,10456,21,8.0,40,0.150000006
555,10456,49,16.0,21,0.150000006
556,10457,59,44.0,36,0.0
557,10458,26,24.8999996,30,0.0
558,10458,28,36.4000015,30,0.0
559,10458,43,36.7999992,20,0.0
560,10458,56,30.3999996,15,0.0
561,10458,71,17.2000008,50,0.0
562,10459,7,24.0,16,0.0500000007
563,10459,46,9.60000038,20,0.0500000007
564,10459,72,27.7999992,40,0.0
565,10460,68,10.0,21,0.25
566,10460,75,6.19999981,4,0.25
567,10461,21,8.0,40,0.25
568,10461,30,20.7000008,28,0.25
569,10461,55,19.2000008,60,0.25
570,10462,13,4.80000019,1,0.0
571,10462,23,7.19999981,21,0.0
572,10463,19,7.30000019,21,0.0
573,10463,42,11.1999998,50,0.0
574,10464,4,17.6000004,16,0.200000003
575,10464,43,36.7999992,3,0.0
576,10464,56,30.3999996,30,0.200000003
577,10464,60,27.2000008,20,0.0
578,10465,24,3.5999999,25,0.0
579,10465,29,99.0,18,0.100000001
580,10465,40,14.6999998,20,0.0
581,10465,45,7.5999999,30,0.100000001
582,10465,50,13.0,25,0.0
583,10466,11,16.7999992,10,0.0
584,10466,46,9.60000038,5,0.0
585,10467,24,3.5999999,28,0.0
586,10467,25,11.1999998,12,0.0
587,10468,30,20.7000008,8,0.0
588,10468,43,36.7999992,15,0.0
589,10469,2,15.1999998,40,0.150000006
590,10469,16,13.8999996,35,0.150000006
591,10469,44,15.5,2,0.150000006
592,10470,18,50.0,30,0.0
593,10470,23,7.19999981,15,0.0
594,10470,64,26.6000004,8,0.0
595,10471,7,24.0,30,0.0
596,10471,56,30.3999996,20,0.0
597,10472,24,3.5999999,80,0.0500000007
598,10472,51,42.4000015,18,0.0
599,10473,33,2.0,12,0.0
600,10473,71,17.2000008,12,0.0
601,10474,14,18.6000004,12,0.0
602,10474,28,36.4000015,18,0.0
603,10474,40,14.6999998,21,0.0
604,10474,75,6.19999981,10,0.0
605,10475,31,10.0,35,0.150000006
606,10475,66,13.6000004,60,0.150000006
607,10475,76,14.3999996,42,0.150000006
608,10476,55,19.2000008,2,0.0500000007
609,10476,70,12.0,12,0.0
610,10477,1,14.3999996,15,0.0
611,10477,21,8.0,21,0.25
612,10477,39,14.3999996,20,0.25
613,10478,10,24.7999992,20,0.0500000007
614,10479,38,210.800003,30,0.0
615,10479,53,26.2000008,28,0.0
616,10479,59,44.0,60,0.0
617,10479,64,26.6000004,30,0.0
618,10480,47,7.5999999,30,0.0
619,10480,59,44.0,12,0.0
620,10481,49,16.0,24,0.0
621,10481,60,27.2000008,40,0.0
622,10482,40,14.6999998,10,0.0
623,10483,34,11.1999998,35,0.0500000007
624,10483,77,10.3999996,30,0.0500000007
625,10484,21,8.0,14,0.0
626,10484,40,14.6999998,10,0.0
627,10484,51,42.4000015,3,0.0
628,10485,2,15.1999998,20,0.100000001
629,10485,3,8.0,20,0.100000001
630,10485,55,19.2000008,30,0.100000001
631,10485,70,12.0,60,0.100000001
632,10486,11,16.7999992,5,0.0
633,10486,51,42.4000015,25,0.0
634,10486,74,8.0,16,0.0
635,10487,19,7.30000019,5,0.0
636,10487,26,24.8999996,30,0.0
637,10487,54,5.9000001,24,0.25
638,10488,59,44.0,30,0.0
639,10488,73,12.0,20,0.200000003
640,10489,11,16.7999992,15,0.25
641,10489,16,13.8999996,18,0.0
642,10490,59,44.0,60,0.0
643,10490,68,10.0,30,0.0
644,10490,75,6.19999981,36,0.0
645,10491,44,15.5,15,0.150000006
646,10491,77,10.3999996,7,0.150000006
647,10492,25,11.1999998,60,0.0500000007
648,10492,42,11.1999998,20,0.0500000007
649,10493,65,16.7999992,15,0.100000001
650,10493,66,13.6000004,10,0.100000001
651,10493,69,28.7999992,10,0.100000001
652,10494,56,30.3999996,30,0.0
653,10495,23,7.19999981,10,0.0
654,10495,41,7.69999981,20,0.0
655,10495,77,10.3999996,5,0.0
656,10496,31,10.0,20,0.0500000007
657,10497,56,30.3999996,14,0.0
658,10497,72,27.7999992,25,0.0
659,10497,77,10.3999996,25,0.0
660,10498,24,4.5,14,0.0
661,10498,40,18.3999996,5,0.0
662,10498,42,14.0,30,0.0
663,10499,28,45.5999985,20,0.0
664,10499,49,20.0,25,0.0
665,10500,15,15.5,12,0.0500000007
666,10500,28,45.5999985,8,0.0500000007
667,10501,54,7.44999981,20,0.0
668,10502,45,9.5,21,0.0
669,10502,53,32.7999992,6,0.0
670,10502,67,14.0,30,0.0
671,10503,14,23.25,70,0.0
672,10503,65,21.0499992,20,0.0
673,10504,2,19.0,12,0.0
674,10504,21,10.0,12,0.0
675,10504,53,32.7999992,10,0.0
676,10504,61,28.5,25,0.0
677,10505,62,49.2999992,3,0.0
678,10506,25,14.0,18,0.100000001
679,10506,70,15.0,14,0.100000001
680,10507,43,46.0,15,0.150000006
681,10507,48,12.75,15,0.150000006
682,10508,13,6.0,10,0.0
683,10508,39,18.0,10,0.0
684,10509,28,45.5999985,3,0.0
685,10510,29,123.790001,36,0.0
686,10510,75,7.75,36,0.100000001
687,10511,4,22.0,50,0.150000006
688,10511,7,30.0,50,0.150000006
689,10511,8,40.0,10,0.150000006
690,10512,24,4.5,10,0.150000006
691,10512,46,12.0,9,0.150000006
692,10512,47,9.5,6,0.150000006
693,10512,60,34.0,12,0.150000006
694,10513,21,10.0,40,0.200000003
695,10513,32,32.0,50,0.200000003
696,10513,61,28.5,15,0.200000003
697,10514,20,81.0,39,0.0
698,10514,28,45.5999985,35,0.0
699,10514,56,38.0,70,0.0
700,10514,65,21.0499992,39,0.0
701,10514,75,7.75,50,0.0
702,10515,9,97.0,16,0.150000006
703,10515,16,17.4500008,50,0.0
704,10515,27,43.9000015,120,0.0
705,10515,33,2.5,16,0.150000006
706,10515,60,34.0,84,0.150000006
707,10516,18,62.5,25,0.100000001
708,10516,41,9.64999962,80,0.100000001
709,10516,42,14.0,20,0.0
710,10517,52,7.0,6,0.0
711,10517,59,55.0,4,0.0
712,10517,70,15.0,6,0.0
713,10518,24,4.5,5,0.0
714,10518,38,263.5,15,0.0
715,10518,44,19.4500008,9,0.0
716,10519,10,31.0,16,0.0500000007
717,10519,56,38.0,40,0.0
718,10519,60,34.0,10,0.0500000007
719,10520,24,4.5,8,0.0
720,10520,53,32.7999992,5,0.0
721,10521,35,18.0,3,0.0
722,10521,41,9.64999962,10,0.0
723,10521,68,12.5,6,0.0
724,10522,1,18.0,40,0.200000003
725,10522,8,40.0,24,0.0
726,10522,30,25.8899994,20,0.200000003
