order_id,ship_postal_code,ship_address,freight,order_date,ship_region,ship_city,shipped_date,ship_name,employee_id,ship_country,required_date,customer_id,ship_via
10312,70563,Adenauerallee 900,40.2599983,1996-09-23,SP,Stuttgart,1996-10-03,Die Wandernde Kuh,2,Germany,1996-10-21,WANDK,2
10313,01307,Taucherstraße 10,1.96000004,1996-09-24,SP,Cunewalde,1996-10-04,QUICK-Stop,2,Germany,1996-10-22,QUICK,2
10314,87110,2817 Milton Dr.,74.1600037,1996-09-25,NM,Albuquerque,1996-10-04,Rattlesnake Canyon Grocery,1,USA,1996-10-23,RATTC,2
10315,PO31 7PJ,Garden House Crowther Way,41.7599983,1996-09-26,Isle of Wight,Cowes,1996-10-03,Island Trading,4,UK,1996-10-24,ISLAT,2
10316,87110,2817 Milton Dr.,150.149994,1996-09-27,NM,Albuquerque,1996-10-08,Rattlesnake Canyon Grocery,1,USA,1996-10-25,RATTC,3
10317,97219,89 Chiaroscuro Rd.,12.6899996,1996-09-30,OR,Portland,1996-10-10,Lonesome Pine Restaurant,6,USA,1996-10-28,LONEP,1
10318,PO31 7PJ,Garden House Crowther Way,4.73000002,1996-10-01,Isle of Wight,Cowes,1996-10-04,Island Trading,8,UK,1996-10-29,ISLAT,2
10319,05033,Avda. Azteca 123,64.5,1996-10-02,SP,México D.F.,1996-10-11,Tortuga Restaurante,7,Mexico,1996-10-30,TORTU,3
10320,90110,Torikatu 38,34.5699997,1996-10-03,SP,Oulu,1996-10-18,Wartian Herkku,5,Finland,1996-10-17,WARTH,3
10321,PO31 7PJ,Garden House Crowther Way,3.43000007,1996-10-03,Isle of Wight,Cowes,1996-10-11,Island Trading,3,UK,1996-10-31,ISLAT,2
10322,05033,Calle Dr. Jorge Cash 321,0.400000006,1996-10-04,SP,México D.F.,1996-10-23,Pericles Comidas clásicas,7,Mexico,1996-11-01,PERIC,3
10323,14776,Maubelstr. 90,4.88000011,1996-10-07,SP,Brandenburg,1996-10-14,Königlich Essen,4,Germany,1996-11-04,KOENE,1
10324,83720,187 Suffolk Ln.,214.270004,1996-10-08,ID,Boise,1996-10-10,Save-a-lot Markets,9,USA,1996-11-05,SAVEA,1
10325,14776,Maubelstr. 90,64.8600006,1996-10-09,SP,Brandenburg,1996-10-14,Königlich Essen,1,Germany,1996-10-23,KOENE,3
10326,28023,"C/ Araquil, 67",77.9199982,1996-10-10,SP,Madrid,1996-10-14,Bólido Comidas preparadas,4,Spain,1996-11-07,BOLID,2
10327,S-844 67,Åkergatan 24,63.3600006,1996-10-11,SP,Bräcke,1996-10-14,Folk och fä HB,2,Sweden,1996-11-08,FOLKO,1
10328,1675,Jardim das rosas n. 32,87.0299988,1996-10-14,SP,Lisboa,1996-10-17,Furia Bacalhau e Frutos do Mar,4,Portugal,1996-11-11,FURIB,3
10329,82520,P.O. Box 555,191.669998,1996-10-15,WY,Lander,1996-10-23,Split Rail Beer & Ale,4,USA,1996-11-26,SPLIR,2
10330,3508,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,12.75,1996-10-16,Lara,Barquisimeto,1996-10-28,LILA-Supermercado,3,Venezuela,1996-11-13,LILAS,1
10331,13008,"12, rue des Bouchers",10.1899996,1996-10-16,SP,Marseille,1996-10-21,Bon app',9,France,1996-11-27,BONAP,1
10332,H1J 1C3,43 rue St. Laurent,52.8400002,1996-10-17,Québec,Montréal,1996-10-21,Mère Paillarde,3,Canada,1996-11-28,MEREP,2
10333,90110,Torikatu 38,0.589999974,1996-10-18,SP,Oulu,1996-10-25,Wartian Herkku,5,Finland,1996-11-15,WARTH,3
10334,69004,"2, rue du Commerce",8.56000042,1996-10-21,SP,Lyon,1996-10-28,Victuailles en stock,8,France,1996-11-18,VICTE,2
10335,83720,8 Johnstown Road,42.1100006,1996-10-22,Co. Cork,Cork,1996-10-24,Hungry Owl All-Night Grocers,7,Ireland,1996-11-19,HUNGO,2
10336,1756,Estrada da saúde n. 58,15.5100002,1996-10-23,SP,Lisboa,1996-10-25,Princesa Isabel Vinhos,7,Portugal,1996-11-20,PRINI,2
10337,80805,Berliner Platz 43,108.260002,1996-10-24,SP,München,1996-10-29,Frankenversand,4,Germany,1996-11-21,FRANK,3
10338,99508,2743 Bering St.,84.2099991,1996-10-25,AK,Anchorage,1996-10-29,Old World Delicatessen,4,USA,1996-11-22,OLDWO,3
10339,H1J 1C3,43 rue St. Laurent,15.6599998,1996-10-28,Québec,Montréal,1996-11-04,Mère Paillarde,2,Canada,1996-11-25,MEREP,2
10340,13008,"12, rue des Bouchers",166.309998,1996-10-29,SP,Marseille,1996-11-08,Bon app',1,France,1996-11-26,BONAP,3
10341,1734,Vinbæltet 34,26.7800007,1996-10-29,SP,Kobenhavn,1996-11-05,Simons bistro,7,Denmark,1996-11-26,SIMOB,3
10342,80805,Berliner Platz 43,54.8300018,1996-10-30,SP,München,1996-11-04,Frankenversand,4,Germany,1996-11-13,FRANK,2
10343,60528,Magazinweg 7,110.370003,1996-10-31,SP,Frankfurt a.M.,1996-11-06,Lehmanns Marktstand,4,Germany,1996-11-28,LEHMS,1
10344,98124,1029 - 12th Ave. S.,23.2900009,1996-11-01,WA,Seattle,1996-11-05,White Clover Markets,4,USA,1996-11-29,WHITC,2
10345,01307,Taucherstraße 10,249.059998,1996-11-04,SP,Cunewalde,1996-11-11,QUICK-Stop,2,Germany,1996-12-02,QUICK,2
10346,87110,2817 Milton Dr.,142.080002,1996-11-05,NM,Albuquerque,1996-11-08,Rattlesnake Canyon Grocery,3,USA,1996-12-17,RATTC,3
10347,05442-030,"Rua Orós, 92",3.0999999,1996-11-06,SP,Sao Paulo,1996-11-08,Familia Arquibaldo,4,Brazil,1996-12-04,FAMIA,3
10348,70563,Adenauerallee 900,0.779999971,1996-11-07,SP,Stuttgart,1996-11-15,Die Wandernde Kuh,4,Germany,1996-12-05,WANDK,2
10349,82520,P.O. Box 555,8.63000011,1996-11-08,WY,Lander,1996-11-15,Split Rail Beer & Ale,7,USA,1996-12-06,SPLIR,1
10350,31000,1 rue Alsace-Lorraine,64.1900024,1996-11-11,SP,Toulouse,1996-12-03,La maison d'Asie,6,France,1996-12-09,LAMAI,2
10351,8010,Kirchgasse 6,162.330002,1996-11-11,SP,Graz,1996-11-20,Ernst Handel,1,Austria,1996-12-09,ERNSH,1
10352,1675,Jardim das rosas n. 32,1.29999995,1996-11-12,SP,Lisboa,1996-11-18,Furia Bacalhau e Frutos do Mar,3,Portugal,1996-11-26,FURIB,3
10353,5020,Geislweg 14,360.630005,1996-11-13,SP,Salzburg,1996-11-25,Piccolo und mehr,7,Austria,1996-12-11,PICCO,3
10354,05033,Calle Dr. Jorge Cash 321,53.7999992,1996-11-14,SP,México D.F.,1996-11-20,Pericles Comidas clásicas,8,Mexico,1996-12-12,PERIC,3
10355,CO7 6JX,Brook Farm Stratford St. Mary,41.9500008,1996-11-15,Essex,Colchester,1996-11-20,Around the Horn,6,UK,1996-12-13,AROUT,1
10356,70563,Adenauerallee 900,36.7099991,1996-11-18,SP,Stuttgart,1996-11-27,Die Wandernde Kuh,6,Germany,1996-12-16,WANDK,2
10357,3508,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,34.8800011,1996-11-19,Lara,Barquisimeto,1996-12-02,LILA-Supermercado,1,Venezuela,1996-12-17,LILAS,3
10358,31000,1 rue Alsace-Lorraine,19.6399994,1996-11-20,SP,Toulouse,1996-11-27,La maison d'Asie,5,France,1996-12-18,LAMAI,1
10359,OX15 4NB,90 Wadhurst Rd.,288.429993,1996-11-21,SP,London,1996-11-26,Seven Seas Imports,5,UK,1996-12-19,SEVES,3
10360,67000,"24, place Kléber",131.699997,1996-11-22,SP,Strasbourg,1996-12-02,Blondel père et fils,4,France,1996-12-20,BLONP,3
10361,01307,Taucherstraße 10,183.169998,1996-11-22,SP,Cunewalde,1996-12-03,QUICK-Stop,1,Germany,1996-12-20,QUICK,2
10362,13008,"12, rue des Bouchers",96.0400009,1996-11-25,SP,Marseille,1996-11-28,Bon app',3,France,1996-12-23,BONAP,1
10363,52066,Walserweg 21,30.5400009,1996-11-26,SP,Aachen,1996-12-04,Drachenblut Delikatessen,4,Germany,1996-12-24,DRACD,3
10364,WX3 6FW,35 King George,71.9700012,1996-11-26,SP,London,1996-12-04,Eastern Connection,1,UK,1997-01-07,EASTC,1
10365,05023,Mataderos  2312,22.0,1996-11-27,SP,México D.F.,1996-12-02,Antonio Moreno Taquería,3,Mexico,1996-12-25,ANTON,2
10366,8022,"Rambla de Cataluña, 23",10.1400003,1996-11-28,SP,Barcelona,1996-12-30,Galería del gastronómo,8,Spain,1997-01-09,GALED,2
10367,8200,Smagsloget 45,13.5500002,1996-11-28,SP,Århus,1996-12-02,Vaffeljernet,7,Denmark,1996-12-26,VAFFE,3
10368,8010,Kirchgasse 6,101.949997,1996-11-29,SP,Graz,1996-12-02,Ernst Handel,2,Austria,1996-12-27,ERNSH,2
10369,82520,P.O. Box 555,195.679993,1996-12-02,WY,Lander,1996-12-09,Split Rail Beer & Ale,8,USA,1996-12-30,SPLIR,2
10370,3012,Hauptstr. 31,1.16999996,1996-12-03,SP,Bern,1996-12-27,Chop-suey Chinese,6,Switzerland,1996-12-31,CHOPS,2
10371,31000,1 rue Alsace-Lorraine,0.449999988,1996-12-03,SP,Toulouse,1996-12-24,La maison d'Asie,1,France,1996-12-31,LAMAI,1
10372,05487-020,"Alameda dos Canàrios, 891",890.780029,1996-12-04,SP,Sao Paulo,1996-12-09,Queen Cozinha,5,Brazil,1997-01-01,QUEEN,2
10373,83720,8 Johnstown Road,124.120003,1996-12-05,Co. Cork,Cork,1996-12-11,Hungry Owl All-Night Grocers,4,Ireland,1997-01-02,HUNGO,3
10374,01-012,ul. Filtrowa 68,3.94000006,1996-12-05,SP,Warszawa,1996-12-09,Wolski Zajazd,1,Poland,1997-01-02,WOLZA,3
10375,97827,City Center Plaza 516 Main St.,20.1200008,1996-12-06,OR,Elgin,1996-12-09,Hungry Coyote Import Store,3,USA,1997-01-03,HUNGC,2
10376,H1J 1C3,43 rue St. Laurent,20.3899994,1996-12-09,Québec,Montréal,1996-12-13,Mère Paillarde,1,Canada,1997-01-06,MEREP,2
10377,OX15 4NB,90 Wadhurst Rd.,22.2099991,1996-12-09,SP,London,1996-12-13,Seven Seas Imports,1,UK,1997-01-06,SEVES,3
10378,S-844 67,Åkergatan 24,5.44000006,1996-12-10,SP,Bräcke,1996-12-19,Folk och fä HB,5,Sweden,1997-01-07,FOLKO,3
10379,02389-673,"Rua da Panificadora, 12",45.0299988,1996-12-11,RJ,Rio de Janeiro,1996-12-13,Que Delícia,2,Brazil,1997-01-08,QUEDE,1
10380,83720,8 Johnstown Road,35.0299988,1996-12-12,Co. Cork,Cork,1997-01-16,Hungry Owl All-Night Grocers,8,Ireland,1997-01-09,HUNGO,3
10381,3508,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,7.98999977,1996-12-12,Lara,Barquisimeto,1996-12-13,LILA-Supermercado,3,Venezuela,1997-01-09,LILAS,3
10382,8010,Kirchgasse 6,94.7699966,1996-12-13,SP,Graz,1996-12-16,Ernst Handel,4,Austria,1997-01-10,ERNSH,1
10383,CO7 6JX,Brook Farm Stratford St. Mary,34.2400017,1996-12-16,Essex,Colchester,1996-12-18,Around the Horn,8,UK,1997-01-13,AROUT,3
10384,S-958 22,Berguvsvägen  8,168.639999,1996-12-16,SP,Luleå,1996-12-20,Berglunds snabbköp,3,Sweden,1997-01-13,BERGS,3
10385,82520,P.O. Box 555,30.9599991,1996-12-17,WY,Lander,1996-12-23,Split Rail Beer & Ale,1,USA,1997-01-14,SPLIR,2
10386,05442-030,"Rua Orós, 92",13.9899998,1996-12-18,SP,Sao Paulo,1996-12-25,Familia Arquibaldo,9,Brazil,1997-01-01,FAMIA,3
10387,4110,Erling Skakkes gate 78,93.6299973,1996-12-18,SP,Stavern,1996-12-20,Santé Gourmet,1,Norway,1997-01-15,SANTG,2
10388,OX15 4NB,90 Wadhurst Rd.,34.8600006,1996-12-19,SP,London,1996-12-20,Seven Seas Imports,2,UK,1997-01-16,SEVES,1
10389,T2F 8M4,23 Tsawassen Blvd.,47.4199982,1996-12-20,BC,Tsawassen,1996-12-24,Bottom-Dollar Markets,4,Canada,1997-01-17,BOTTM,2
10390,8010,Kirchgasse 6,126.379997,1996-12-23,SP,Graz,1996-12-26,Ernst Handel,6,Austria,1997-01-20,ERNSH,1
10391,52066,Walserweg 21,5.44999981,1996-12-23,SP,Aachen,1996-12-31,Drachenblut Delikatessen,3,Germany,1997-01-20,DRACD,3
10392,5020,Geislweg 14,122.459999,1996-12-24,SP,Salzburg,1997-01-01,Piccolo und mehr,2,Austria,1997-01-21,PICCO,3
10393,83720,187 Suffolk Ln.,126.559998,1996-12-25,ID,Boise,1997-01-03,Save-a-lot Markets,1,USA,1997-01-22,SAVEA,3
10394,97827,City Center Plaza 516 Main St.,30.3400002,1996-12-25,OR,Elgin,1997-01-03,Hungry Coyote Import Store,1,USA,1997-01-22,HUNGC,3
10395,5022,Carrera 22 con Ave. Carlos Soublette #8-35,184.410004,1996-12-26,Táchira,San Cristóbal,1997-01-03,HILARION-Abastos,6,Venezuela,1997-01-23,HILAA,1
10396,80805,Berliner Platz 43,135.350006,1996-12-27,SP,München,1997-01-06,Frankenversand,1,Germany,1997-01-10,FRANK,3
10397,1756,Estrada da saúde n. 58,60.2599983,1996-12-27,SP,Lisboa,1997-01-02,Princesa Isabel Vinhos,5,Portugal,1997-01-24,PRINI,1
10398,83720,187 Suffolk Ln.,89.1600037,1996-12-30,ID,Boise,1997-01-09,Save-a-lot Markets,2,USA,1997-01-27,SAVEA,3
10399,8200,Smagsloget 45,27.3600006,1996-12-31,SP,Århus,1997-01-08,Vaffeljernet,8,Denmark,1997-01-14,VAFFE,3
10400,WX3 6FW,35 King George,83.9300003,1997-01-01,SP,London,1997-01-16,Eastern Connection,1,UK,1997-01-29,EASTC,3
10401,87110,2817 Milton Dr.,12.5100002,1997-01-01,NM,Albuquerque,1997-01-10,Rattlesnake Canyon Grocery,1,USA,1997-01-29,RATTC,1
10402,8010,Kirchgasse 6,67.8799973,1997-01-02,SP,Graz,1997-01-10,Ernst Handel,8,Austria,1997-02-13,ERNSH,2
10403,8010,Kirchgasse 6,73.7900009,1997-01-03,SP,Graz,1997-01-09,Ernst Handel,4,Austria,1997-01-31,ERNSH,3
10404,24100,Via Ludovico il Moro 22,155.970001,1997-01-03,SP,Bergamo,1997-01-08,Magazzini Alimentari Riuniti,2,Italy,1997-01-31,MAGAA,1
10405,4980,Ave. 5 de Mayo Porlamar,34.8199997,1997-01-06,Nueva Esparta,I. de Margarita,1997-01-22,LINO-Delicateses,1,Venezuela,1997-02-03,LINOD,1
10406,05487-020,"Alameda dos Canàrios, 891",108.040001,1997-01-07,SP,Sao Paulo,1997-01-13,Queen Cozinha,7,Brazil,1997-02-18,QUEEN,1
10407,50739,Mehrheimerstr. 369,91.4800034,1997-01-07,SP,Köln,1997-01-30,Ottilies Käseladen,2,Germany,1997-02-04,OTTIK,2
10408,59000,"184, chaussée de Tournai",11.2600002,1997-01-08,SP,Lille,1997-01-14,Folies gourmandes,8,France,1997-02-05,FOLIG,1
10409,1010,Ing. Gustavo Moncada 8585 Piso 20-A,29.8299999,1997-01-09,SP,Buenos Aires,1997-01-14,Océano Atlántico Ltda.,3,Argentina,1997-02-06,OCEAN,1
10410,T2F 8M4,23 Tsawassen Blvd.,2.4000001,1997-01-10,BC,Tsawassen,1997-01-15,Bottom-Dollar Markets,3,Canada,1997-02-07,BOTTM,3
10411,T2F 8M4,23 Tsawassen Blvd.,23.6499996,1997-01-10,BC,Tsawassen,1997-01-21,Bottom-Dollar Markets,9,Canada,1997-02-07,BOTTM,3
10412,90110,Torikatu 38,3.76999998,1997-01-13,SP,Oulu,1997-01-15,Wartian Herkku,8,Finland,1997-02-10,WARTH,2
10413,31000,1 rue Alsace-Lorraine,95.6600037,1997-01-14,SP,Toulouse,1997-01-16,La maison d'Asie,3,France,1997-02-11,LAMAI,2
10414,05442-030,"Rua Orós, 92",21.4799995,1997-01-14,SP,Sao Paulo,1997-01-17,Familia Arquibaldo,2,Brazil,1997-02-11,FAMIA,3
10415,97827,City Center Plaza 516 Main St.,0.200000003,1997-01-15,OR,Elgin,1997-01-24,Hungry Coyote Import Store,3,USA,1997-02-12,HUNGC,1
10416,90110,Torikatu 38,22.7199993,1997-01-16,SP,Oulu,1997-01-27,Wartian Herkku,8,Finland,1997-02-13,WARTH,3
10417,1734,Vinbæltet 34,70.2900009,1997-01-16,SP,Kobenhavn,1997-01-28,Simons bistro,4,Denmark,1997-02-13,SIMOB,3
10418,01307,Taucherstraße 10,17.5499992,1997-01-17,SP,Cunewalde,1997-01-24,QUICK-Stop,4,Germany,1997-02-14,QUICK,1
10419,1204,Starenweg 5,137.350006,1997-01-20,SP,Genève,1997-01-30,Richter Supermarkt,4,Switzerland,1997-02-17,RICSU,2
10420,08737-363,"Rua do Mercado, 12",44.1199989,1997-01-21,SP,Resende,1997-01-27,Wellington Importadora,3,Brazil,1997-02-18,WELLI,1
10421,02389-673,"Rua da Panificadora, 12",99.2300034,1997-01-21,RJ,Rio de Janeiro,1997-01-27,Que Delícia,8,Brazil,1997-03-04,QUEDE,1
10422,10100,Via Monte Bianco 34,3.01999998,1997-01-22,SP,Torino,1997-01-31,Franchi S.p.A.,2,Italy,1997-02-19,FRANS,1
